Date,From Account,From Sender,To Account,To Recipient,Amount in Euro
2023-06-25,A005,Alice Johnson,A005,ABC Inc,7941.57
2023-03-04,A004,Bob Brown,A001,Global Traders,3687.02
2023-12-25,A004,Jane Smith,A004,Tech Solutions,7057.59
2023-03-15,A002,Charlie Davis,A003,Tech Solutions,9058.47
2023-08-05,A003,Bob Brown,A003,Global Traders,2704.81
2023-07-16,A003,John Doe,A002,XYZ Corp,794.11
2023-08-11,A003,Bob Brown,A005,XYZ Corp,6503.42
2023-01-10,A004,Charlie Davis,A002,ABC Inc,3555.19
2023-11-21,A005,Bob Brown,A004,Global Traders,676.87
2023-02-18,A005,Bob Brown,A002,Global Traders,6169.77
2023-05-23,A002,Bob Brown,A002,ABC Inc,3816.47
2023-12-09,A001,Alice Johnson,A005,Tech Solutions,7007.08
2023-01-01,A001,Bob Brown,A002,Global Traders,8995.22
2023-02-04,A005,Bob Brown,A003,Tech Solutions,6969.14
2023-12-14,A005,Alice Johnson,A002,ABC Inc,8222.54
2023-03-18,A003,Bob Brown,A005,XYZ Corp,7247.42
2023-11-04,A001,Alice Johnson,A005,123 Services,2243.0
2023-09-16,A003,Charlie Davis,A005,123 Services,7658.18
2023-07-31,A002,Bob Brown,A001,Global Traders,6297.87
2023-05-02,A001,Jane Smith,A004,Tech Solutions,383.78
2023-09-19,A005,Alice Johnson,A003,XYZ Corp,5608.1
2023-12-18,A001,Alice Johnson,A005,XYZ Corp,9755.37
2023-10-19,A004,Alice Johnson,A003,Tech Solutions,3097.78
2023-04-21,A001,Bob Brown,A004,Global Traders,9161.39
2023-11-13,A001,John Doe,A004,XYZ Corp,1139.02
2023-10-11,A001,John Doe,A002,123 Services,7979.0
2023-01-16,A005,Bob Brown,A001,Global Traders,7723.82
2023-07-30,A003,Bob Brown,A001,ABC Inc,5422.78
2023-08-05,A001,Bob Brown,A004,Global Traders,9203.8
2023-04-14,A002,John Doe,A003,ABC Inc,8919.13
2023-08-25,A003,Alice Johnson,A003,XYZ Corp,2234.21
2023-04-26,A001,Bob Brown,A001,ABC Inc,4795.79
2023-02-17,A003,Alice Johnson,A001,XYZ Corp,1829.81
2023-07-08,A002,John Doe,A004,ABC Inc,5533.65
2023-07-14,A003,Alice Johnson,A003,XYZ Corp,5579.17
2023-05-30,A001,Charlie Davis,A004,XYZ Corp,3423.88
2023-05-17,A004,Charlie Davis,A001,ABC Inc,4845.95
2023-11-03,A001,Charlie Davis,A004,123 Services,9904.59
2023-01-01,A003,Charlie Davis,A001,XYZ Corp,2169.74
2023-08-31,A002,Alice Johnson,A003,Tech Solutions,2348.07
2023-08-11,A001,John Doe,A003,XYZ Corp,7156.01
2023-10-08,A004,Jane Smith,A003,Global Traders,1602.37
2023-04-13,A001,Alice Johnson,A003,Tech Solutions,4356.98
2023-08-10,A001,Alice Johnson,A005,Tech Solutions,3667.57
2023-04-20,A004,Charlie Davis,A004,XYZ Corp,7361.17
2023-06-23,A001,John Doe,A003,123 Services,3253.98
2023-06-15,A003,Bob Brown,A005,ABC Inc,6982.23
2023-01-10,A003,John Doe,A003,XYZ Corp,5689.73
2023-07-31,A002,Charlie Davis,A003,Tech Solutions,7335.94
2023-05-25,A005,John Doe,A005,XYZ Corp,8338.74
2023-03-20,A004,Jane Smith,A002,Tech Solutions,3457.59
2023-01-17,A001,Charlie Davis,A001,123 Services,3353.25
2023-09-07,A005,John Doe,A002,XYZ Corp,3739.21
2023-11-25,A002,Jane Smith,A002,ABC Inc,4709.99
2023-03-27,A005,Jane Smith,A005,123 Services,783.69
2023-11-02,A002,Bob Brown,A001,Tech Solutions,854.78
2024-01-01,A001,John Doe,A002,XYZ Corp,2904.33
2023-06-03,A002,Alice Johnson,A003,123 Services,1312.99
2023-01-16,A003,John Doe,A001,Tech Solutions,841.79
2023-09-29,A005,Bob Brown,A004,123 Services,1010.54
2023-08-30,A003,Charlie Davis,A001,123 Services,2945.75
2023-03-15,A002,John Doe,A002,XYZ Corp,2141.39
2023-10-25,A004,Alice Johnson,A002,Global Traders,3449.35
2023-04-23,A001,John Doe,A005,ABC Inc,5246.27
2023-11-01,A005,Charlie Davis,A005,Tech Solutions,4997.31
2023-07-31,A002,Jane Smith,A001,ABC Inc,8749.75
2023-09-09,A001,John Doe,A003,XYZ Corp,2308.47
2023-10-02,A005,Jane Smith,A002,123 Services,255.67
2023-05-24,A002,Alice Johnson,A004,Tech Solutions,2811.93
2023-08-12,A001,Jane Smith,A001,Global Traders,969.51
2023-07-18,A004,Jane Smith,A001,ABC Inc,6794.67
2023-08-20,A001,Bob Brown,A001,Tech Solutions,2690.34
2023-12-09,A004,Charlie Davis,A005,ABC Inc,3034.73
2023-08-05,A004,Charlie Davis,A003,ABC Inc,7892.55
2023-07-29,A001,Alice Johnson,A005,123 Services,8085.78
2023-06-07,A002,Bob Brown,A004,Global Traders,4350.9
2023-05-19,A003,Bob Brown,A003,123 Services,9961.05
2023-06-23,A005,Jane Smith,A003,ABC Inc,2307.91
2023-04-07,A004,Jane Smith,A003,XYZ Corp,7668.38
2023-01-03,A004,Charlie Davis,A001,Global Traders,6613.25
2023-06-06,A002,Alice Johnson,A003,XYZ Corp,1891.21
2023-02-14,A005,Alice Johnson,A001,ABC Inc,2663.46
2023-03-04,A002,John Doe,A003,XYZ Corp,6483.66
2023-02-24,A005,Bob Brown,A005,ABC Inc,3315.1
2023-09-25,A004,Alice Johnson,A003,ABC Inc,9066.36
2023-06-01,A003,John Doe,A003,XYZ Corp,340.64
2023-09-02,A001,Charlie Davis,A001,123 Services,1526.31
2023-05-23,A003,Bob Brown,A004,Tech Solutions,1659.55
2023-05-20,A004,John Doe,A004,ABC Inc,4367.69
2023-08-11,A003,Alice Johnson,A005,Global Traders,8424.32
2023-03-03,A005,Jane Smith,A005,123 Services,4636.99
2023-01-13,A005,Bob Brown,A004,Tech Solutions,6536.44
2023-11-23,A001,Bob Brown,A001,123 Services,2156.0
2023-12-21,A002,Alice Johnson,A001,ABC Inc,1162.31
2023-11-15,A003,Jane Smith,A001,Tech Solutions,8995.78
2023-04-04,A001,Jane Smith,A001,Tech Solutions,6278.06
2023-02-18,A004,Charlie Davis,A004,Global Traders,7011.33
2023-05-04,A003,Charlie Davis,A002,Tech Solutions,3794.35
2023-03-31,A005,Charlie Davis,A005,Tech Solutions,7133.21
2023-10-10,A004,Charlie Davis,A003,Tech Solutions,8963.79
2023-04-27,A002,Jane Smith,A002,ABC Inc,4635.13
2023-02-17,A003,Jane Smith,A001,Tech Solutions,1903.79
2023-10-24,A002,Charlie Davis,A005,123 Services,3789.57
2023-04-04,A005,Jane Smith,A005,123 Services,4688.03
2023-11-02,A001,Alice Johnson,A002,XYZ Corp,1045.22
2023-09-27,A004,Alice Johnson,A003,123 Services,7365.08
2023-11-19,A004,John Doe,A001,XYZ Corp,7570.7
2023-07-17,A001,John Doe,A003,Global Traders,1643.17
2023-08-04,A004,Bob Brown,A005,Global Traders,5115.51
2023-09-12,A003,Alice Johnson,A002,Tech Solutions,503.98
2023-04-08,A003,John Doe,A002,Tech Solutions,555.81
2023-05-14,A005,Charlie Davis,A003,Global Traders,6488.17
2023-02-04,A004,Bob Brown,A004,XYZ Corp,1533.29
2023-12-01,A001,John Doe,A003,XYZ Corp,8808.29
2023-11-30,A004,John Doe,A003,XYZ Corp,7034.72
2023-04-13,A005,Charlie Davis,A001,ABC Inc,5696.64
2023-04-08,A004,Alice Johnson,A004,XYZ Corp,7668.79
2023-09-13,A003,Jane Smith,A004,ABC Inc,7280.26
2023-01-07,A004,Alice Johnson,A005,Global Traders,3679.59
2023-11-23,A001,Charlie Davis,A005,123 Services,5526.08
2023-10-23,A004,Charlie Davis,A001,ABC Inc,6586.44
2023-09-28,A004,Alice Johnson,A001,Tech Solutions,6594.88
2023-07-21,A005,Charlie Davis,A004,Tech Solutions,9090.41
2023-03-10,A004,John Doe,A004,XYZ Corp,633.7
2023-12-03,A003,Bob Brown,A005,Global Traders,9046.11
2023-04-18,A004,John Doe,A001,XYZ Corp,6570.0
2023-04-11,A001,Bob Brown,A003,Tech Solutions,8727.23
2023-11-26,A005,Charlie Davis,A004,123 Services,5672.66
2023-01-31,A003,Bob Brown,A002,Tech Solutions,2100.0
2023-03-12,A002,Jane Smith,A004,Tech Solutions,1176.8
2023-12-06,A001,Bob Brown,A004,XYZ Corp,8342.6
2023-06-29,A005,John Doe,A002,123 Services,8189.04
2023-07-07,A002,Bob Brown,A003,Global Traders,5563.65
2023-08-18,A005,Alice Johnson,A005,Tech Solutions,786.05
2023-02-15,A004,John Doe,A003,XYZ Corp,9423.81
2023-04-18,A004,Bob Brown,A003,Global Traders,6675.97
2023-08-20,A001,Charlie Davis,A003,123 Services,9741.15
2023-04-12,A001,Jane Smith,A005,ABC Inc,2720.2
2023-06-14,A004,Bob Brown,A001,XYZ Corp,7351.69
2023-12-27,A002,Alice Johnson,A003,Tech Solutions,4054.65
2023-07-13,A003,Bob Brown,A003,ABC Inc,9056.42
2023-05-25,A004,John Doe,A001,123 Services,3102.55
2023-03-08,A002,Bob Brown,A005,Global Traders,6507.28
2023-12-17,A001,John Doe,A002,Tech Solutions,7908.43
2023-08-16,A005,Bob Brown,A003,ABC Inc,4471.85
2023-08-07,A004,Alice Johnson,A005,Tech Solutions,1736.57
2023-05-25,A001,Charlie Davis,A001,Global Traders,3019.14
2023-12-09,A003,Jane Smith,A003,XYZ Corp,9995.71
2023-08-26,A004,John Doe,A005,ABC Inc,1710.38
2023-08-25,A004,Bob Brown,A001,ABC Inc,5651.49
2023-08-07,A005,Bob Brown,A003,123 Services,6014.0
2023-02-17,A003,John Doe,A002,ABC Inc,3944.6
2023-04-16,A004,Jane Smith,A004,Global Traders,2494.73
2023-11-17,A004,Bob Brown,A001,Tech Solutions,9679.34
2023-08-28,A005,John Doe,A003,ABC Inc,4180.86
2023-03-05,A004,Bob Brown,A004,ABC Inc,8107.92
2023-07-26,A005,Charlie Davis,A005,Global Traders,151.02
2023-12-17,A002,John Doe,A001,XYZ Corp,6917.04
2023-01-26,A004,Alice Johnson,A004,123 Services,6999.45
2023-05-31,A001,Charlie Davis,A004,ABC Inc,6994.1
2023-03-01,A002,Bob Brown,A002,ABC Inc,794.08
2023-08-16,A001,Jane Smith,A002,Tech Solutions,8618.97
2023-11-16,A001,Bob Brown,A001,XYZ Corp,9843.41
2023-09-18,A004,Bob Brown,A002,ABC Inc,5139.96
2023-12-14,A005,Bob Brown,A004,XYZ Corp,4517.34
2023-08-14,A003,Alice Johnson,A002,123 Services,3087.06
2023-04-01,A001,Charlie Davis,A003,XYZ Corp,3859.06
2023-08-01,A005,Jane Smith,A003,ABC Inc,4015.05
2023-05-09,A001,Charlie Davis,A004,Global Traders,544.67
2023-01-06,A004,John Doe,A004,ABC Inc,8269.99
2023-02-09,A003,Charlie Davis,A003,123 Services,8077.19
2023-02-09,A002,John Doe,A002,123 Services,2605.65
2023-11-12,A001,Jane Smith,A003,Tech Solutions,2728.84
2023-02-01,A005,Bob Brown,A004,ABC Inc,2477.69
2023-01-02,A005,Alice Johnson,A002,ABC Inc,3015.61
2023-12-12,A003,Alice Johnson,A003,Global Traders,9975.61
2023-08-20,A005,Bob Brown,A004,ABC Inc,1580.42
2023-03-15,A003,Jane Smith,A004,123 Services,9042.52
2023-05-30,A004,John Doe,A004,Global Traders,6459.62
2023-04-29,A003,Alice Johnson,A003,Tech Solutions,4312.72
2023-01-01,A005,Alice Johnson,A002,123 Services,2544.71
2023-04-07,A002,Jane Smith,A004,ABC Inc,7413.51
2023-11-20,A001,John Doe,A002,XYZ Corp,9501.9
2023-11-01,A003,Bob Brown,A004,ABC Inc,5743.36
2023-07-17,A004,Charlie Davis,A004,123 Services,9746.54
2023-06-23,A005,Bob Brown,A002,Tech Solutions,901.73
2023-09-24,A002,John Doe,A003,Global Traders,7280.37
2023-11-27,A003,Charlie Davis,A004,123 Services,5989.57
2023-03-27,A002,Alice Johnson,A002,ABC Inc,8844.94
2023-06-11,A005,Jane Smith,A002,123 Services,3108.32
2023-05-27,A004,Bob Brown,A004,Global Traders,3615.29
2023-01-16,A003,Bob Brown,A001,Global Traders,1271.35
2023-08-31,A004,John Doe,A004,XYZ Corp,2876.14
2023-02-01,A004,Charlie Davis,A004,123 Services,7310.51
2023-09-20,A001,Jane Smith,A001,123 Services,3066.75
2023-05-19,A005,Alice Johnson,A002,Tech Solutions,6189.66
2023-10-25,A004,Jane Smith,A004,Tech Solutions,3245.51
2023-11-07,A005,Bob Brown,A004,ABC Inc,173.29
2023-08-14,A002,Bob Brown,A004,123 Services,6941.53
2023-07-22,A004,John Doe,A004,XYZ Corp,2443.38
2023-04-09,A002,Jane Smith,A005,Tech Solutions,446.09
2023-08-27,A003,John Doe,A001,ABC Inc,9693.65
2023-05-09,A003,Bob Brown,A005,Global Traders,1497.69
2023-02-18,A005,John Doe,A005,XYZ Corp,6474.01
2023-11-04,A002,Jane Smith,A002,Tech Solutions,8067.45
2023-01-06,A004,John Doe,A003,XYZ Corp,7674.82
2023-10-12,A005,John Doe,A003,123 Services,3297.23
2023-09-30,A005,John Doe,A001,Global Traders,6202.28
2023-08-29,A005,Charlie Davis,A001,123 Services,3129.49
2023-09-29,A003,John Doe,A001,XYZ Corp,855.86
2023-03-05,A001,Bob Brown,A002,XYZ Corp,2933.32
2023-04-09,A004,Alice Johnson,A004,123 Services,643.07
2023-12-18,A002,Alice Johnson,A002,123 Services,689.18
2023-12-24,A005,John Doe,A005,XYZ Corp,5466.68
2023-09-18,A001,Jane Smith,A004,Global Traders,3699.41
2023-08-11,A001,Jane Smith,A003,Global Traders,5443.13
2023-04-06,A003,Alice Johnson,A003,ABC Inc,6894.93
2023-09-11,A004,John Doe,A001,XYZ Corp,7467.88
2023-04-05,A004,Alice Johnson,A001,Global Traders,4266.07
2023-08-27,A001,Alice Johnson,A001,XYZ Corp,8786.66
2023-06-18,A004,Alice Johnson,A002,Tech Solutions,3701.82
2023-04-14,A003,Bob Brown,A004,Global Traders,4749.89
2023-01-02,A002,Jane Smith,A002,ABC Inc,5940.69
2023-06-23,A005,Alice Johnson,A004,Tech Solutions,6678.38
2023-11-18,A005,Alice Johnson,A004,Global Traders,3874.82
2023-03-11,A005,Bob Brown,A002,Global Traders,613.75
2023-10-21,A004,John Doe,A003,ABC Inc,2100.18
2023-10-17,A005,John Doe,A001,ABC Inc,7412.32
2023-01-09,A005,John Doe,A004,ABC Inc,5253.71
2023-08-27,A004,Alice Johnson,A004,Global Traders,6204.95
2023-04-30,A004,Alice Johnson,A001,Global Traders,4723.32
2023-04-10,A001,Jane Smith,A001,XYZ Corp,4178.57
2023-11-18,A002,Charlie Davis,A003,ABC Inc,6485.02
2023-05-11,A004,Bob Brown,A002,Global Traders,832.93
2023-05-26,A003,John Doe,A001,Tech Solutions,5502.94
2023-09-26,A001,Alice Johnson,A001,Tech Solutions,5253.89
2023-01-01,A003,Jane Smith,A004,ABC Inc,2252.05
2023-07-18,A001,Alice Johnson,A001,Tech Solutions,7888.98
2023-09-04,A004,John Doe,A005,Tech Solutions,5878.75
2023-01-23,A004,Alice Johnson,A002,Global Traders,4409.02
2023-10-24,A003,Bob Brown,A004,Global Traders,8118.18
2023-10-23,A004,Bob Brown,A003,Tech Solutions,7380.54
2023-04-20,A005,John Doe,A005,XYZ Corp,9325.18
2023-04-18,A004,Alice Johnson,A002,123 Services,8179.17
2023-12-06,A002,Charlie Davis,A001,Global Traders,514.42
2023-05-27,A001,John Doe,A005,XYZ Corp,2366.7
2023-10-02,A003,Bob Brown,A005,Global Traders,6891.77
2023-04-20,A005,John Doe,A001,Global Traders,4188.93
2023-04-04,A001,Alice Johnson,A001,Tech Solutions,606.0
2023-08-04,A003,Jane Smith,A005,ABC Inc,7398.22
2023-12-30,A005,Jane Smith,A004,123 Services,8753.28
2023-03-09,A005,John Doe,A004,ABC Inc,1326.16
2023-05-19,A002,Alice Johnson,A004,123 Services,6639.14
2023-07-25,A002,Bob Brown,A002,Global Traders,7722.84
2023-07-11,A003,Jane Smith,A001,XYZ Corp,2588.0
2023-11-14,A002,Charlie Davis,A001,ABC Inc,355.16
2023-04-05,A005,Bob Brown,A004,Global Traders,1757.37
2023-03-18,A002,Alice Johnson,A004,XYZ Corp,6520.07
2023-02-16,A001,Jane Smith,A001,XYZ Corp,6051.74
2023-05-17,A001,Alice Johnson,A002,Tech Solutions,6596.63
2023-11-17,A001,Alice Johnson,A005,ABC Inc,486.0
2023-06-05,A001,Charlie Davis,A003,123 Services,4841.01
2023-05-21,A001,Bob Brown,A005,ABC Inc,9446.33
2023-06-12,A001,Alice Johnson,A005,Global Traders,2886.8
2023-09-14,A005,Alice Johnson,A005,Tech Solutions,2805.52
2023-02-18,A005,Charlie Davis,A001,ABC Inc,9425.55
2023-01-09,A004,Jane Smith,A002,XYZ Corp,4580.49
2023-11-24,A001,Bob Brown,A001,Global Traders,8195.86
2023-04-20,A005,John Doe,A003,123 Services,8972.08
2024-01-01,A004,John Doe,A002,Global Traders,7556.38
2023-01-02,A001,Jane Smith,A003,ABC Inc,1491.36
2023-01-19,A002,Alice Johnson,A004,Tech Solutions,500.79
2023-08-15,A004,Charlie Davis,A005,123 Services,1274.91
2023-06-15,A001,John Doe,A003,ABC Inc,1667.26
2023-09-17,A005,Charlie Davis,A004,ABC Inc,6163.0
2023-11-10,A001,Bob Brown,A002,Global Traders,988.14
2023-04-20,A001,Bob Brown,A003,ABC Inc,4713.69
2023-08-21,A002,John Doe,A002,Tech Solutions,1306.78
2023-09-01,A005,Jane Smith,A003,Tech Solutions,1533.67
2023-09-06,A003,Bob Brown,A004,123 Services,4686.49
2023-03-15,A004,Charlie Davis,A001,123 Services,3102.82
2023-09-30,A002,Charlie Davis,A003,123 Services,8640.82
2023-01-21,A003,Bob Brown,A001,Tech Solutions,4453.29
2023-12-10,A003,John Doe,A002,Global Traders,4578.18
2023-05-05,A003,Charlie Davis,A004,Global Traders,4314.49
2023-05-27,A003,Bob Brown,A003,Global Traders,394.86
2023-09-06,A005,Bob Brown,A003,123 Services,7705.93
2023-01-23,A005,Bob Brown,A001,Global Traders,3051.98
2023-08-10,A001,Alice Johnson,A002,ABC Inc,1347.03
2023-01-15,A002,John Doe,A004,ABC Inc,7044.51
2023-06-30,A005,Charlie Davis,A005,123 Services,656.06
2023-06-15,A002,Bob Brown,A004,Global Traders,3075.92
2023-01-15,A005,Jane Smith,A002,ABC Inc,7017.89
2023-01-01,A002,Bob Brown,A004,XYZ Corp,8755.96
2023-08-25,A002,Jane Smith,A001,ABC Inc,7963.34
2023-01-05,A003,Bob Brown,A003,Global Traders,1983.85
2023-04-07,A002,John Doe,A002,Global Traders,2475.84
2023-03-03,A004,Alice Johnson,A005,123 Services,8181.06
2023-06-06,A004,Jane Smith,A004,Global Traders,1258.65
2023-10-18,A001,Charlie Davis,A004,Tech Solutions,2224.55
2023-07-13,A004,Jane Smith,A001,Global Traders,1710.89
2023-03-16,A001,Charlie Davis,A002,123 Services,6997.4
2023-12-01,A003,Charlie Davis,A004,Global Traders,951.79
2023-07-23,A003,Bob Brown,A002,XYZ Corp,3148.92
2023-11-15,A002,Charlie Davis,A002,123 Services,9018.12
2023-05-17,A005,Alice Johnson,A003,Global Traders,9418.36
2023-04-22,A001,Charlie Davis,A004,XYZ Corp,2941.21
2023-02-02,A005,Charlie Davis,A004,Tech Solutions,5975.57
2023-04-13,A004,Alice Johnson,A004,Tech Solutions,3091.58
2023-01-11,A004,Bob Brown,A005,Global Traders,9058.15
2023-08-28,A002,John Doe,A002,XYZ Corp,5731.23
2023-12-22,A002,Jane Smith,A002,Global Traders,3879.01
2023-06-21,A003,Alice Johnson,A003,Tech Solutions,8118.42
2023-12-05,A004,John Doe,A004,ABC Inc,7132.24
2023-12-12,A005,Bob Brown,A004,Global Traders,8938.89
2023-10-26,A002,Jane Smith,A003,123 Services,5951.96
2023-06-15,A002,Alice Johnson,A003,Tech Solutions,6844.25
2023-05-23,A002,Charlie Davis,A004,123 Services,4008.96
2023-01-13,A004,Charlie Davis,A003,ABC Inc,3138.31
2023-01-14,A002,Alice Johnson,A002,XYZ Corp,3816.89
2023-06-10,A005,Bob Brown,A005,Global Traders,4701.67
2023-10-24,A001,Alice Johnson,A004,ABC Inc,2110.04
2023-11-30,A005,Jane Smith,A001,123 Services,2070.58
2023-08-09,A001,Alice Johnson,A002,ABC Inc,7728.11
2023-04-11,A004,Charlie Davis,A004,XYZ Corp,7735.45
2023-10-20,A001,Alice Johnson,A005,Tech Solutions,3403.22
2023-03-09,A004,Charlie Davis,A003,123 Services,7662.81
2023-03-10,A001,Bob Brown,A001,Tech Solutions,1026.2
2023-08-29,A002,Jane Smith,A005,Tech Solutions,9879.19
2023-08-11,A005,John Doe,A004,XYZ Corp,757.36
2023-09-28,A001,Alice Johnson,A001,Tech Solutions,6836.49
2023-04-22,A003,Charlie Davis,A002,Tech Solutions,5443.68
2023-07-29,A004,Charlie Davis,A004,123 Services,3823.35
2023-12-16,A001,Charlie Davis,A001,123 Services,2391.8
2023-05-14,A001,Jane Smith,A005,Global Traders,8104.08
2023-10-25,A002,Jane Smith,A002,Tech Solutions,6408.2
2023-04-20,A001,Charlie Davis,A003,123 Services,1434.81
2023-01-25,A005,Jane Smith,A004,123 Services,677.5
2023-09-07,A005,John Doe,A003,ABC Inc,8890.85
2023-06-02,A001,Alice Johnson,A003,Global Traders,2809.3
2023-11-19,A002,Jane Smith,A005,Global Traders,3571.58
2023-12-26,A002,John Doe,A004,XYZ Corp,4794.74
2023-04-13,A003,Alice Johnson,A005,123 Services,6032.64
2023-01-20,A004,John Doe,A001,XYZ Corp,7846.82
2023-03-14,A002,Alice Johnson,A001,Global Traders,8440.02
2023-06-28,A004,Bob Brown,A005,Tech Solutions,6393.31
2023-11-12,A003,Charlie Davis,A001,Global Traders,6779.1
2023-11-11,A004,Charlie Davis,A001,Global Traders,1531.16
2023-11-20,A005,Bob Brown,A002,123 Services,701.98
2023-03-29,A003,Jane Smith,A001,ABC Inc,6521.96
2023-02-24,A003,Charlie Davis,A004,Tech Solutions,5785.41
2023-05-31,A004,Bob Brown,A002,ABC Inc,1369.76
2023-04-05,A001,Alice Johnson,A004,Tech Solutions,7486.44
2023-09-05,A004,Jane Smith,A005,Tech Solutions,2220.31
2023-08-20,A005,Charlie Davis,A005,123 Services,7383.84
2023-01-01,A001,Alice Johnson,A001,XYZ Corp,8080.54
2023-11-16,A004,Bob Brown,A005,Global Traders,6687.09
2023-10-04,A004,Charlie Davis,A003,Global Traders,4789.84
2023-03-25,A001,Charlie Davis,A002,XYZ Corp,894.18
2023-06-14,A005,Bob Brown,A005,ABC Inc,3304.14
2023-11-01,A003,Jane Smith,A002,ABC Inc,1780.65
2023-12-31,A001,Jane Smith,A004,123 Services,2309.14
2023-12-04,A004,John Doe,A004,Tech Solutions,2959.33
2023-02-12,A002,John Doe,A002,Global Traders,6109.68
2023-09-02,A003,Charlie Davis,A005,123 Services,4348.86
2023-01-12,A003,John Doe,A001,XYZ Corp,6434.31
2023-10-02,A003,Charlie Davis,A001,Tech Solutions,1499.46
2023-05-10,A002,Jane Smith,A002,ABC Inc,2789.15
2023-12-13,A005,John Doe,A005,Global Traders,1554.11
2023-04-30,A005,Bob Brown,A003,Global Traders,5954.7
2023-04-27,A002,Bob Brown,A001,Global Traders,2215.27
2023-10-10,A004,Charlie Davis,A003,XYZ Corp,8152.86
2023-02-19,A003,Alice Johnson,A005,Tech Solutions,621.44
2023-01-09,A001,Bob Brown,A001,ABC Inc,9407.91
2023-01-02,A001,Alice Johnson,A001,Tech Solutions,5038.54
2023-01-17,A004,Bob Brown,A005,123 Services,5379.83
2023-12-01,A003,Charlie Davis,A004,123 Services,3746.85
2023-06-01,A005,Charlie Davis,A001,123 Services,1366.7
2023-04-05,A001,Charlie Davis,A005,123 Services,6683.93
2023-09-15,A004,Alice Johnson,A003,123 Services,9342.97
2023-08-09,A002,Charlie Davis,A001,123 Services,4695.93
2023-03-25,A005,Alice Johnson,A002,ABC Inc,6076.36
2023-12-10,A004,Bob Brown,A004,123 Services,6218.92
2023-12-13,A005,Bob Brown,A002,Global Traders,5016.49
2023-03-06,A004,Jane Smith,A001,123 Services,4389.68
2023-03-26,A004,Charlie Davis,A004,ABC Inc,7118.22
2023-04-19,A005,Bob Brown,A001,Global Traders,9513.88
2023-12-01,A001,Alice Johnson,A001,Tech Solutions,7267.3
2023-05-30,A003,Bob Brown,A003,Global Traders,367.35
2023-01-13,A003,Charlie Davis,A003,123 Services,4165.3
2023-07-29,A001,Charlie Davis,A001,Global Traders,9133.36
2023-08-16,A005,Bob Brown,A005,Global Traders,7374.41
2023-04-01,A002,Jane Smith,A004,ABC Inc,5092.73
2023-06-28,A003,John Doe,A001,ABC Inc,3426.73
2023-12-15,A004,Bob Brown,A005,ABC Inc,5262.55
2023-05-24,A001,Jane Smith,A005,Tech Solutions,7606.4
2023-03-27,A005,Bob Brown,A002,123 Services,4385.05
2023-06-16,A005,John Doe,A004,123 Services,6342.4
2023-08-06,A003,John Doe,A002,XYZ Corp,9182.63
2023-07-31,A002,Jane Smith,A004,XYZ Corp,144.37
2023-10-16,A004,Jane Smith,A004,ABC Inc,9884.33
2023-05-19,A003,Bob Brown,A004,Global Traders,6133.14
2023-10-04,A001,Charlie Davis,A005,XYZ Corp,3031.48
2023-07-04,A003,Charlie Davis,A004,123 Services,894.22
2023-01-26,A003,Bob Brown,A004,Global Traders,2837.68
2023-05-01,A003,John Doe,A005,XYZ Corp,7065.87
2023-03-26,A001,Alice Johnson,A004,XYZ Corp,8129.13
2023-12-05,A005,Bob Brown,A001,123 Services,5038.67
2023-02-28,A001,Charlie Davis,A005,Global Traders,2813.41
2023-10-01,A002,Jane Smith,A005,XYZ Corp,8770.89
2023-06-06,A003,John Doe,A001,XYZ Corp,4369.34
2023-08-23,A001,Alice Johnson,A005,123 Services,6682.29
2023-02-22,A002,Alice Johnson,A003,123 Services,5830.71
2023-02-24,A003,Charlie Davis,A003,Global Traders,4032.97
2023-10-17,A002,Bob Brown,A003,Global Traders,5600.41
2023-12-22,A005,Alice Johnson,A005,Tech Solutions,4814.71
2023-07-29,A003,Jane Smith,A001,Tech Solutions,9545.91
2023-02-21,A005,Charlie Davis,A004,ABC Inc,7928.46
2023-06-27,A003,Jane Smith,A003,ABC Inc,7447.0
2023-05-09,A004,Charlie Davis,A003,ABC Inc,6874.06
2023-09-10,A001,Bob Brown,A001,ABC Inc,649.55
2023-07-09,A004,Bob Brown,A001,XYZ Corp,9953.2
2023-06-12,A002,Alice Johnson,A002,Tech Solutions,285.45
2023-01-06,A004,Bob Brown,A004,Tech Solutions,2477.57
2023-10-29,A003,Charlie Davis,A004,123 Services,7129.89
2023-04-05,A003,John Doe,A004,XYZ Corp,6223.27
2023-01-10,A002,Jane Smith,A005,XYZ Corp,8162.19
2023-10-22,A003,Alice Johnson,A002,Tech Solutions,223.96
2023-11-24,A001,Bob Brown,A003,XYZ Corp,2265.69
2023-03-28,A003,Alice Johnson,A002,Tech Solutions,4762.62
2023-09-08,A001,Alice Johnson,A005,123 Services,1790.05
2023-08-29,A004,John Doe,A003,Global Traders,4204.31
2023-02-20,A005,Alice Johnson,A005,123 Services,3175.78
2023-10-24,A004,John Doe,A005,XYZ Corp,7687.77
2023-08-06,A003,Charlie Davis,A003,Global Traders,4783.7
2023-11-26,A002,Bob Brown,A001,Global Traders,9981.49
2023-08-24,A005,Jane Smith,A003,Tech Solutions,7361.95
2023-02-17,A002,Charlie Davis,A002,Global Traders,2673.21
2023-06-05,A005,Alice Johnson,A005,ABC Inc,6692.45
2023-07-20,A002,Jane Smith,A002,Tech Solutions,825.71
